"film_id","title","rating","release_year","rental_duration","rental_rate","length","replacement_cost","category_id","actor_id","inventory_id","store_id"
499,KING EVOLUTION,NC-17,2006,3,4.99,184,24.99,8,1,2295,1
499,KING EVOLUTION,NC-17,2006,3,4.99,184,24.99,8,1,2294,1
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2334,2
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2333,2
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2332,1
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2331,1
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2330,1
506,LADY STAGE,PG,2006,4,4.99,67,14.99,11,1,2329,1
509,LANGUAGE COWBOY,NC-17,2006,5,0.99,78,26.99,3,1,2342,2
509,LANGUAGE COWBOY,NC-17,2006,5,0.99,78,26.99,3,1,2341,2
509,LANGUAGE COWBOY,NC-17,2006,5,0.99,78,26.99,3,1,2340,2
605,MULHOLLAND BEAST,PG,2006,7,2.99,157,13.99,9,1,2758,2
605,MULHOLLAND BEAST,PG,2006,7,2.99,157,13.99,9,1,2757,2
635,OKLAHOMA JUMANJI,PG,2006,7,0.99,58,15.99,13,1,2892,2
635,OKLAHOMA JUMANJI,PG,2006,7,0.99,58,15.99,13,1,2891,2
749,RULES HUMAN,R,2006,6,4.99,153,19.99,11,1,3422,2
749,RULES HUMAN,R,2006,6,4.99,153,19.99,11,1,3421,2
749,RULES HUMAN,R,2006,6,4.99,153,19.99,11,1,3420,1
749,RULES HUMAN,R,2006,6,4.99,153,19.99,11,1,3419,1
832,SPLASH GUMP,PG,2006,5,0.99,175,16.99,8,1,3800,1
832,SPLASH GUMP,PG,2006,5,0.99,175,16.99,8,1,3799,1
832,SPLASH GUMP,PG,2006,5,0.99,175,16.99,8,1,3798,1
832,SPLASH GUMP,PG,2006,5,0.99,175,16.99,8,1,3797,1
939,VERTIGO NORTHWEST,R,2006,4,2.99,90,17.99,5,1,4313,2
939,VERTIGO NORTHWEST,R,2006,4,2.99,90,17.99,5,1,4312,2
939,VERTIGO NORTHWEST,R,2006,4,2.99,90,17.99,5,1,4311,2
939,VERTIGO NORTHWEST,R,2006,4,2.99,90,17.99,5,1,4310,2
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4440,2
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4439,2
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4438,2
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4437,2
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4436,1
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4435,1
970,WESTWARD SEABISCUIT,NC-17,2006,7,0.99,52,11.99,4,1,4434,1
980,WIZARD COLDBLOODED,PG,2006,4,4.99,75,12.99,12,1,4489,2
980,WIZARD COLDBLOODED,PG,2006,4,4.99,75,12.99,12,1,4488,2
980,WIZARD COLDBLOODED,PG,2006,4,4.99,75,12.99,12,1,4487,1
980,WIZARD COLDBLOODED,PG,2006,4,4.99,75,12.99,12,1,4486,1
980,WIZARD COLDBLOODED,PG,2006,4,4.99,75,12.99,12,1,4485,1
3,ADAPTATION HOLES,NC-17,2006,7,2.99,50,18.99,6,2,15,2
3,ADAPTATION HOLES,NC-17,2006,7,2.99,50,18.99,6,2,14,2
3,ADAPTATION HOLES,NC-17,2006,7,2.99,50,18.99,6,2,13,2
3,ADAPTATION HOLES,NC-17,2006,7,2.99,50,18.99,6,2,12,2
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,153,2
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,152,2
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,151,2
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,150,2
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,149,1
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,148,1
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,147,1
31,APACHE DIVINE,NC-17,2006,5,4.99,92,16.99,8,2,146,1
47,BABY HALL,NC-17,2006,5,4.99,153,23.99,9,2,211,2
47,BABY HALL,NC-17,2006,5,4.99,153,23.99,9,2,210,2
105,BULL SHAWSHANK,NC-17,2006,6,0.99,125,21.99,1,2,480,2
105,BULL SHAWSHANK,NC-17,2006,6,0.99,125,21.99,1,2,479,2
105,BULL SHAWSHANK,NC-17,2006,6,0.99,125,21.99,1,2,478,2
105,BULL SHAWSHANK,NC-17,2006,6,0.99,125,21.99,1,2,477,1
105,BULL SHAWSHANK,NC-17,2006,6,0.99,125,21.99,1,2,476,1
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,611,2
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,610,2
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,609,1
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,608,1
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,607,1
132,CHAINSAW UPTOWN,PG,2006,6,0.99,114,25.99,14,2,606,1
145,CHISUM BEHAVIOR,G,2006,5,4.99,124,25.99,8,2,668,2
145,CHISUM BEHAVIOR,G,2006,5,4.99,124,25.99,8,2,667,2
145,CHISUM BEHAVIOR,G,2006,5,4.99,124,25.99,8,2,666,2
226,DESTINY SATURDAY,G,2006,4,4.99,56,20.99,13,2,1010,2
226,DESTINY SATURDAY,G,2006,4,4.99,56,20.99,13,2,1009,2
226,DESTINY SATURDAY,G,2006,4,4.99,56,20.99,13,2,1008,2
226,DESTINY SATURDAY,G,2006,4,4.99,56,20.99,13,2,1007,1
226,DESTINY SATURDAY,G,2006,4,4.99,56,20.99,13,2,1006,1
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1126,2
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1125,2
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1124,2
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1123,2
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1122,1
249,DRACULA CRYSTAL,G,2006,7,0.99,176,26.99,4,2,1121,1
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1439,2
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1438,2
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1437,2
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1436,2
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1435,1
314,FIGHT JAWBREAKER,R,2006,3,0.99,91,13.99,2,2,1434,1
321,FLASH WARS,NC-17,2006,3,4.99,123,21.99,13,2,1469,1
321,FLASH WARS,NC-17,2006,3,4.99,123,21.99,13,2,1468,1
321,FLASH WARS,NC-17,2006,3,4.99,123,21.99,13,2,1467,1
321,FLASH WARS,NC-17,2006,3,4.99,123,21.99,13,2,1466,1
357,GILBERT PELICAN,G,2006,7,0.99,114,13.99,4,2,1638,2
357,GILBERT PELICAN,G,2006,7,0.99,114,13.99,4,2,1637,2
357,GILBERT PELICAN,G,2006,7,0.99,114,13.99,4,2,1636,2
357,GILBERT PELICAN,G,2006,7,0.99,114,13.99,4,2,1635,2
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1697,2
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1696,2
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1695,2
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1694,2
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1693,1
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1692,1
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1691,1
369,GOODFELLAS SALUTE,PG,2006,4,4.99,56,22.99,14,2,1690,1
399,HAPPINESS UNITED,G,2006,6,2.99,100,23.99,9,2,1838,2
399,HAPPINESS UNITED,G,2006,6,2.99,100,23.99,9,2,1837,2
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2117,2
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2116,2
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2115,2
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2114,2
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2113,1
458,INDIAN LOVE,NC-17,2006,4,0.99,135,26.99,8,2,2112,1
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2227,2
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2226,2
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2225,2
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2224,1
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2223,1
481,JEKYLL FROGMEN,PG,2006,4,2.99,58,22.99,13,2,2222,1
485,JERSEY SASSY,PG,2006,6,4.99,60,16.99,3,2,2245,2
485,JERSEY SASSY,PG,2006,6,4.99,60,16.99,3,2,2244,2
485,JERSEY SASSY,PG,2006,6,4.99,60,16.99,3,2,2243,2
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2378,2
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2377,2
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2376,2
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2375,2
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2374,1
518,LIAISONS SWEET,PG,2006,5,4.99,140,15.99,16,2,2373,1
540,LUCKY FLYING,PG-13,2006,7,2.99,97,10.99,12,2,2469,1
540,LUCKY FLYING,PG-13,2006,7,2.99,97,10.99,12,2,2468,1
540,LUCKY FLYING,PG-13,2006,7,2.99,97,10.99,12,2,2467,1
550,MAGUIRE APACHE,NC-17,2006,6,2.99,74,22.99,8,2,2504,1
550,MAGUIRE APACHE,NC-17,2006,6,2.99,74,22.99,8,2,2503,1
550,MAGUIRE APACHE,NC-17,2006,6,2.99,74,22.99,8,2,2502,1
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2531,2
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2530,2
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2529,2
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2528,2
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2527,1
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2526,1
555,MALLRATS UNITED,PG,2006,4,0.99,133,25.99,5,2,2525,1
561,MASK PEACH,NC-17,2006,6,2.99,123,26.99,13,2,2562,1
561,MASK PEACH,NC-17,2006,6,2.99,123,26.99,13,2,2561,1
561,MASK PEACH,NC-17,2006,6,2.99,123,26.99,13,2,2560,1
561,MASK PEACH,NC-17,2006,6,2.99,123,26.99,13,2,2559,1
754,RUSHMORE MERMAID,PG-13,2006,6,2.99,150,17.99,5,2,3440,2
754,RUSHMORE MERMAID,PG-13,2006,6,2.99,150,17.99,5,2,3439,2
811,SMILE EARRING,G,2006,4,2.99,60,29.99,16,2,3709,1
811,SMILE EARRING,G,2006,4,2.99,60,29.99,16,2,3708,1
811,SMILE EARRING,G,2006,4,2.99,60,29.99,16,2,3707,1
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4389,2
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4388,2
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4387,2
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4386,1
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4385,1
958,WARDROBE PHANTOM,G,2006,6,2.99,178,19.99,7,2,4384,1
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,86,2
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,85,2
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,84,2
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,83,1
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,82,1
17,ALONE TRIP,R,2006,3,0.99,82,14.99,12,3,81,1
40,ARMY FLINTSTONES,R,2006,4,0.99,148,22.99,6,3,184,2
40,ARMY FLINTSTONES,R,2006,4,0.99,148,22.99,6,3,183,2
40,ARMY FLINTSTONES,R,2006,4,0.99,148,22.99,6,3,182,2
40,ARMY FLINTSTONES,R,2006,4,0.99,148,22.99,6,3,181,2
42,ARTIST COLDBLOODED,NC-17,2006,5,2.99,170,10.99,15,3,188,2
42,ARTIST COLDBLOODED,NC-17,2006,5,2.99,170,10.99,15,3,187,2
42,ARTIST COLDBLOODED,NC-17,2006,5,2.99,170,10.99,15,3,186,2
42,ARTIST COLDBLOODED,NC-17,2006,5,2.99,170,10.99,15,3,185,2
111,CADDYSHACK JEDI,NC-17,2006,3,0.99,52,17.99,1,3,500,2
111,CADDYSHACK JEDI,NC-17,2006,3,0.99,52,17.99,1,3,499,2
111,CADDYSHACK JEDI,NC-17,2006,3,0.99,52,17.99,1,3,498,2
111,CADDYSHACK JEDI,NC-17,2006,3,0.99,52,17.99,1,3,497,2
185,COWBOY DOOM,PG,2006,3,2.99,146,10.99,9,3,846,1
185,COWBOY DOOM,PG,2006,3,2.99,146,10.99,9,3,845,1
289,EVE RESURRECTION,G,2006,5,4.99,66,25.99,13,3,1311,1
289,EVE RESURRECTION,G,2006,5,4.99,66,25.99,13,3,1310,1
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1506,2
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1505,2
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1504,2
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1503,1
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1502,1
329,FORREST SONS,R,2006,4,2.99,63,15.99,1,3,1501,1
336,FRENCH HOLIDAY,PG,2006,5,4.99,99,22.99,6,3,1538,2
336,FRENCH HOLIDAY,PG,2006,5,4.99,99,22.99,6,3,1537,2
336,FRENCH HOLIDAY,PG,2006,5,4.99,99,22.99,6,3,1536,1
336,FRENCH HOLIDAY,PG,2006,5,4.99,99,22.99,6,3,1535,1
336,FRENCH HOLIDAY,PG,2006,5,4.99,99,22.99,6,3,1534,1
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1558,2
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1557,2
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1556,2
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1555,2
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1554,1
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1553,1
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1552,1
341,FROST HEAD,PG,2006,5,0.99,82,13.99,4,3,1551,1
393,HALLOWEEN NUTS,PG-13,2006,6,2.99,47,19.99,6,3,1811,1
393,HALLOWEEN NUTS,PG-13,2006,6,2.99,47,19.99,6,3,1810,1
441,HUNTER ALTER,PG-13,2006,5,2.99,125,21.99,6,3,2028,1
441,HUNTER ALTER,PG-13,2006,5,2.99,125,21.99,6,3,2027,1
453,IMAGE PRINCESS,PG-13,2006,3,2.99,178,17.99,15,3,2093,2
453,IMAGE PRINCESS,PG-13,2006,3,2.99,178,17.99,15,3,2092,2
453,IMAGE PRINCESS,PG-13,2006,3,2.99,178,17.99,15,3,2091,1
453,IMAGE PRINCESS,PG-13,2006,3,2.99,178,17.99,15,3,2090,1
453,IMAGE PRINCESS,PG-13,2006,3,2.99,178,17.99,15,3,2089,1
480,JEEPERS WEDDING,R,2006,3,2.99,84,29.99,4,3,2221,2
480,JEEPERS WEDDING,R,2006,3,2.99,84,29.99,4,3,2220,2
480,JEEPERS WEDDING,R,2006,3,2.99,84,29.99,4,3,2219,1
480,JEEPERS WEDDING,R,2006,3,2.99,84,29.99,4,3,2218,1
539,LUCK OPUS,NC-17,2006,7,2.99,152,21.99,7,3,2466,1
539,LUCK OPUS,NC-17,2006,7,2.99,152,21.99,7,3,2465,1
618,NECKLACE OUTBREAK,PG,2006,3,0.99,132,21.99,7,3,2816,2
618,NECKLACE OUTBREAK,PG,2006,3,0.99,132,21.99,7,3,2815,2
618,NECKLACE OUTBREAK,PG,2006,3,0.99,132,21.99,7,3,2814,2
618,NECKLACE OUTBREAK,PG,2006,3,0.99,132,21.99,7,3,2813,2
685,PLATOON INSTINCT,PG-13,2006,6,4.99,132,10.99,13,3,3118,2
685,PLATOON INSTINCT,PG-13,2006,6,4.99,132,10.99,13,3,3117,2
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3780,2
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3779,2
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3778,2
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3777,2
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3776,1
827,SPICE SORORITY,NC-17,2006,5,4.99,141,22.99,7,3,3775,1
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4421,2
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4420,2
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4419,2
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4418,2
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4417,1
966,WEDDING APOLLO,PG,2006,3,0.99,70,14.99,6,3,4416,1
967,WEEKEND PERSONAL,R,2006,5,2.99,134,26.99,14,3,4426,2
967,WEEKEND PERSONAL,R,2006,5,2.99,134,26.99,14,3,4425,2
967,WEEKEND PERSONAL,R,2006,5,2.99,134,26.99,14,3,4424,1
967,WEEKEND PERSONAL,R,2006,5,2.99,134,26.99,14,3,4423,1
967,WEEKEND PERSONAL,R,2006,5,2.99,134,26.99,14,3,4422,1
971,WHALE BIKINI,PG-13,2006,4,4.99,109,11.99,9,3,4444,1
971,WHALE BIKINI,PG-13,2006,4,4.99,109,11.99,9,3,4443,1
971,WHALE BIKINI,PG-13,2006,4,4.99,109,11.99,9,3,4442,1
971,WHALE BIKINI,PG-13,2006,4,4.99,109,11.99,9,3,4441,1
996,YOUNG LANGUAGE,G,2006,6,0.99,183,9.99,6,3,4564,1
996,YOUNG LANGUAGE,G,2006,6,0.99,183,9.99,6,3,4563,1
23,ANACONDA CONFESSIONS,R,2006,3,0.99,92,9.99,2,4,119,2
23,ANACONDA CONFESSIONS,R,2006,3,0.99,92,9.99,2,4,118,2
23,ANACONDA CONFESSIONS,R,2006,3,0.99,92,9.99,2,4,117,1
23,ANACONDA CONFESSIONS,R,2006,3,0.99,92,9.99,2,4,116,1
23,ANACONDA CONFESSIONS,R,2006,3,0.99,92,9.99,2,4,115,1
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,129,2
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,128,2
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,127,1
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,126,1
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,125,1
25,ANGELS LIFE,G,2006,3,2.99,74,15.99,13,4,124,1
56,BAREFOOT MANCHURIAN,G,2006,6,2.99,129,15.99,1,4,252,2
56,BAREFOOT MANCHURIAN,G,2006,6,2.99,129,15.99,1,4,251,2
56,BAREFOOT MANCHURIAN,G,2006,6,2.99,129,15.99,1,4,250,1
56,BAREFOOT MANCHURIAN,G,2006,6,2.99,129,15.99,1,4,249,1
56,BAREFOOT MANCHURIAN,G,2006,6,2.99,129,15.99,1,4,248,1
62,BED HIGHBALL,NC-17,2006,5,2.99,106,23.99,6,4,279,2
62,BED HIGHBALL,NC-17,2006,5,2.99,106,23.99,6,4,278,2
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,363,2
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,362,2
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,361,2
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,360,1
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,359,1
79,BLADE POLISH,PG-13,2006,5,0.99,114,10.99,7,4,358,1
355,GHOSTBUSTERS ELF,R,2006,7,0.99,101,18.99,2,4,1626,2
355,GHOSTBUSTERS ELF,R,2006,7,0.99,101,18.99,2,4,1625,2
379,GREEDY ROOTS,R,2006,7,0.99,166,14.99,7,4,1746,2
379,GREEDY ROOTS,R,2006,7,0.99,166,14.99,7,4,1745,2
379,GREEDY ROOTS,R,2006,7,0.99,166,14.99,7,4,1744,2
379,GREEDY ROOTS,R,2006,7,0.99,166,14.99,7,4,1743,2
398,HANOVER GALAXY,NC-17,2006,5,4.99,47,21.99,12,4,1836,2
398,HANOVER GALAXY,NC-17,2006,5,4.99,47,21.99,12,4,1835,2
398,HANOVER GALAXY,NC-17,2006,5,4.99,47,21.99,12,4,1834,2
398,HANOVER GALAXY,NC-17,2006,5,4.99,47,21.99,12,4,1833,2
463,INSTINCT AIRPORT,PG,2006,4,2.99,116,21.99,15,4,2143,2
463,INSTINCT AIRPORT,PG,2006,4,2.99,116,21.99,15,4,2142,2
463,INSTINCT AIRPORT,PG,2006,4,2.99,116,21.99,15,4,2141,1
463,INSTINCT AIRPORT,PG,2006,4,2.99,116,21.99,15,4,2140,1
463,INSTINCT AIRPORT,PG,2006,4,2.99,116,21.99,15,4,2139,1
490,JUMANJI BLADE,G,2006,4,2.99,121,13.99,13,4,2269,1
490,JUMANJI BLADE,G,2006,4,2.99,121,13.99,13,4,2268,1
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2809,2
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2808,2
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2807,2
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2806,2
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2805,1
616,NATIONAL STORY,NC-17,2006,4,2.99,92,19.99,6,4,2804,1
635,OKLAHOMA JUMANJI,PG,2006,7,0.99,58,15.99,13,4,2892,2
635,OKLAHOMA JUMANJI,PG,2006,7,0.99,58,15.99,13,4,2891,2
691,POSEIDON FOREVER,PG-13,2006,6,4.99,159,29.99,15,4,3150,2
691,POSEIDON FOREVER,PG-13,2006,6,4.99,159,29.99,15,4,3149,2
691,POSEIDON FOREVER,PG-13,2006,6,4.99,159,29.99,15,4,3148,1
691,POSEIDON FOREVER,PG-13,2006,6,4.99,159,29.99,15,4,3147,1
691,POSEIDON FOREVER,PG-13,2006,6,4.99,159,29.99,15,4,3146,1
714,RANDOM GO,NC-17,2006,6,2.99,73,29.99,14,4,3245,2
